index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
102,"Oak, Lexie",Nebraska,Big Ten,400m,2016,JR-3,,,1:00.65,seconds,2016 Husker Spring Invitational,2016-04-09,,,,Outdoor,https://www.tfrrs.org/results/42046/2782145/2016_Husker_Spring_Invitational/400-Meters,TFRRS all_performances
103,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.85,m,2016 Husker Spring Invitational,2016-04-09,,,-1.4,Outdoor,https://www.tfrrs.org/results/42046/2782128/2016_Husker_Spring_Invitational/Long-Jump,TFRRS all_performances
104,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.94,m,2016 Husker Spring Invitational,2016-04-09,,,1.8,Outdoor,https://www.tfrrs.org/results/42046/2782128/2016_Husker_Spring_Invitational/Long-Jump,TFRRS all_performances
105,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,5.07,m,2016 Husker Spring Invitational,2016-04-09,,,2.0,Outdoor,https://www.tfrrs.org/results/42046/2782128/2016_Husker_Spring_Invitational/Long-Jump,TFRRS all_performances
106,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,5.25,m,2016 Husker Spring Invitational,2016-04-09,,,1.5,Outdoor,https://www.tfrrs.org/results/42046/2782128/2016_Husker_Spring_Invitational/Long-Jump,TFRRS all_performances
107,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.09,m,2016 Husker Spring Invitational,2016-04-09,,,0.4,Outdoor,https://www.tfrrs.org/results/42046/2782128/2016_Husker_Spring_Invitational/Long-Jump,TFRRS all_performances
108,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.21,m,2016 Husker Spring Invitational,2016-04-09,,,-2.7,Outdoor,https://www.tfrrs.org/results/42046/2782128/2016_Husker_Spring_Invitational/Long-Jump,TFRRS all_performances
109,"Freeman, Chanel",Nebraska,Big Ten,100H,2016,FR-1,,,13.60,seconds,Texas Invitational,2016-04-16,,,0.8,Outdoor,https://www.tfrrs.org/results/45298/2804117/Texas_Invitational/100-Hurdles,TFRRS all_performances
110,"Barge, Jasmine",Nebraska,Big Ten,400H,2016,FR-1,,,58.19,seconds,Texas Invitational,2016-04-16,,,,Outdoor,https://www.tfrrs.org/results/45298/2804093/Texas_Invitational/400-Hurdles,TFRRS all_performances
111,"Carr, Ashleigh",Nebraska,Big Ten,400H,2016,FR-1,,,1:01.79,seconds,Texas Invitational,2016-04-16,,,,Outdoor,https://www.tfrrs.org/results/45298/2804093/Texas_Invitational/400-Hurdles,TFRRS all_performances
112,"Dowell, Kristen",Nebraska,Big Ten,400H,2016,SO-2,,,1:00.41,seconds,Texas Invitational,2016-04-16,,,,Outdoor,https://www.tfrrs.org/results/45298/2804093/Texas_Invitational/400-Hurdles,TFRRS all_performances
113,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,1:01.61,seconds,Texas Invitational,2016-04-16,,,,Outdoor,https://www.tfrrs.org/results/45298/2804093/Texas_Invitational/400-Hurdles,TFRRS all_performances
114,"Duncan, Chantal",Nebraska,Big Ten,400m,2016,SR-4,,,55.01,seconds,Texas Invitational,2016-04-16,,,,Outdoor,https://www.tfrrs.org/results/45298/2804124/Texas_Invitational/400-Meters,TFRRS all_performances
115,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.91,m,Texas Invitational,2016-04-16,,,1.2,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
116,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,6.08,m,Texas Invitational,2016-04-16,,,1.7,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
117,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.96,m,Texas Invitational,2016-04-16,,,0.8,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
118,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.98,m,Texas Invitational,2016-04-16,,,1.7,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
119,"Jones, Danielle",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.40,m,Texas Invitational,2016-04-16,,,-0.1,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
120,"Jones, Danielle",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.61,m,Texas Invitational,2016-04-16,,,0.5,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
121,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.73,m,Texas Invitational,2016-04-16,,,0.7,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
122,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.80,m,Texas Invitational,2016-04-16,,,1.1,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
123,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.88,m,Texas Invitational,2016-04-16,,,1.3,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
124,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.05,m,Texas Invitational,2016-04-16,,,0.7,Outdoor,https://www.tfrrs.org/results/45298/2804121/Texas_Invitational/Long-Jump,TFRRS all_performances
125,"Dowell, Kristen",Nebraska,Big Ten,100H,2016,SO-2,,,15.71,seconds,Kansas Relays,2016-04-20,,,0.9,Outdoor,https://www.tfrrs.org/results/46104/2827388/Kansas_Relays/100-Hurdles,TFRRS all_performances
126,"Luken, Hailey",Nebraska,Big Ten,100H,2016,FR-1,,,15.09,seconds,Kansas Relays,2016-04-20,,,0.2,Outdoor,https://www.tfrrs.org/results/46104/2827401/Kansas_Relays/100-Hurdles,TFRRS all_performances
127,"Pieri, Morgan",Nebraska,Big Ten,100H,2016,FR-1,,,18.20,seconds,Kansas Relays,2016-04-20,,,0.2,Outdoor,https://www.tfrrs.org/results/46104/2827401/Kansas_Relays/100-Hurdles,TFRRS all_performances
128,"Simmons, Lamisha",Nebraska,Big Ten,100H,2016,FR-1,,,14.45,seconds,Kansas Relays,2016-04-20,,,1.1,Outdoor,https://www.tfrrs.org/results/46104/2827401/Kansas_Relays/100-Hurdles,TFRRS all_performances
129,"Simmons, Lamisha",Nebraska,Big Ten,100H,2016,FR-1,,,14.67,seconds,Kansas Relays,2016-04-20,,,0.9,Outdoor,https://www.tfrrs.org/results/46104/2827388/Kansas_Relays/100-Hurdles,TFRRS all_performances
130,"Barge, Jasmine",Nebraska,Big Ten,400H,2016,FR-1,,,59.19,seconds,Kansas Relays,2016-04-20,,,,Outdoor,https://www.tfrrs.org/results/46104/2827397/Kansas_Relays/400-Hurdles,TFRRS all_performances
131,"Carr, Ashleigh",Nebraska,Big Ten,400H,2016,FR-1,,,1:00.52,seconds,Kansas Relays,2016-04-20,,,,Outdoor,https://www.tfrrs.org/results/46104/2827375/Kansas_Relays/400-Hurdles,TFRRS all_performances
132,"Carr, Ashleigh",Nebraska,Big Ten,400H,2016,FR-1,,,1:01.28,seconds,Kansas Relays,2016-04-20,,,,Outdoor,https://www.tfrrs.org/results/46104/2827375/Kansas_Relays/400-Hurdles,TFRRS all_performances
133,"Dowell, Kristen",Nebraska,Big Ten,400H,2016,SO-2,,,59.41,seconds,Kansas Relays,2016-04-20,,,,Outdoor,https://www.tfrrs.org/results/46104/2827397/Kansas_Relays/400-Hurdles,TFRRS all_performances
134,"Dworak, Morgan",Nebraska,Big Ten,400H,2016,SO-2,,,1:04.71,seconds,Kansas Relays,2016-04-20,,,,Outdoor,https://www.tfrrs.org/results/46104/2827375/Kansas_Relays/400-Hurdles,TFRRS all_performances
135,"Duncan, Chantal",Nebraska,Big Ten,400m,2016,SR-4,,,55.68,seconds,Kansas Relays,2016-04-20,,,,Outdoor,https://www.tfrrs.org/results/46104/2827453/Kansas_Relays/400-Meters,TFRRS all_performances
136,"Pahlitzsch, Karolina",Nebraska,Big Ten,400m,2016,SO-2,,,55.53,seconds,Kansas Relays,2016-04-20,,,,Outdoor,https://www.tfrrs.org/results/46104/2827453/Kansas_Relays/400-Meters,TFRRS all_performances
137,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.45,m,Kansas Relays,2016-04-20,,,-0.2,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
138,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.57,m,Kansas Relays,2016-04-20,,,-0.5,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
139,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.70,m,Kansas Relays,2016-04-20,,,1.8,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
140,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.75,m,Kansas Relays,2016-04-20,,,+0.0,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
141,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.94,m,Kansas Relays,2016-04-20,,,0.3,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
142,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,5.05,m,Kansas Relays,2016-04-20,,,1.9,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
143,"Simmons, Lamisha",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.28,m,Kansas Relays,2016-04-20,,,0.5,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
144,"Simmons, Lamisha",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.50,m,Kansas Relays,2016-04-20,,,-0.4,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
145,"Simmons, Lamisha",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.82,m,Kansas Relays,2016-04-20,,,1.1,Outdoor,https://www.tfrrs.org/results/46104/2827405/Kansas_Relays/Long-Jump,TFRRS all_performances
146,"Freeman, Chanel",Nebraska,Big Ten,100H,2016,FR-1,,,13.83,seconds,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.1,Outdoor,https://www.tfrrs.org/results/46333/2844037/2016_Drake_Relays_presented_by_Hy-Vee/100-Hurdles,TFRRS all_performances
147,"Barge, Jasmine",Nebraska,Big Ten,400H,2016,FR-1,,,58.86,seconds,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,,Outdoor,https://www.tfrrs.org/results/46333/2844027/2016_Drake_Relays_presented_by_Hy-Vee/400-Hurdles,TFRRS all_performances
148,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,59.15,seconds,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,,Outdoor,https://www.tfrrs.org/results/46333/2844027/2016_Drake_Relays_presented_by_Hy-Vee/400-Hurdles,TFRRS all_performances
149,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.75,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
150,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.83,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,0.9,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
151,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.90,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,0.1,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
152,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.60,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,-2.0,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
153,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.63,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.1,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
154,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.81,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.2,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
155,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.82,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,0.8,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
156,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.86,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.7,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
157,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.90,m,2016 Drake Relays presented by Hy-Vee,2016-04-27,,,1.9,Outdoor,https://www.tfrrs.org/results/46333/2843991/2016_Drake_Relays_presented_by_Hy-Vee/Long-Jump,TFRRS all_performances
158,"Smith, Morgan",Nebraska,Big Ten,100H,2016,SO-2,,,14.45,seconds,NWU Spring Invitational,2016-04-28,,,1.8,Outdoor,https://www.tfrrs.org/results/46308/2840965/NWU_Spring_Invitational/100-Hurdles,TFRRS all_performances
159,"Carr, Ashleigh",Nebraska,Big Ten,400H,2016,FR-1,,,1:02.38,seconds,NWU Spring Invitational,2016-04-28,,,,Outdoor,https://www.tfrrs.org/results/46308/2840966/NWU_Spring_Invitational/400-Hurdles,TFRRS all_performances
160,"Dworak, Morgan",Nebraska,Big Ten,400H,2016,SO-2,,,1:05.39,seconds,NWU Spring Invitational,2016-04-28,,,,Outdoor,https://www.tfrrs.org/results/46308/2840966/NWU_Spring_Invitational/400-Hurdles,TFRRS all_performances
161,"Jones, Danielle",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.51,m,NWU Spring Invitational,2016-04-28,,,1.5,Outdoor,https://www.tfrrs.org/results/46308/2840962/NWU_Spring_Invitational/Long-Jump,TFRRS all_performances
162,"Jones, Danielle",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.55,m,NWU Spring Invitational,2016-04-28,,,2.0,Outdoor,https://www.tfrrs.org/results/46308/2840962/NWU_Spring_Invitational/Long-Jump,TFRRS all_performances
163,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.67,m,NWU Spring Invitational,2016-04-28,,,2.0,Outdoor,https://www.tfrrs.org/results/46308/2840962/NWU_Spring_Invitational/Long-Jump,TFRRS all_performances
164,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.78,m,NWU Spring Invitational,2016-04-28,,,1.3,Outdoor,https://www.tfrrs.org/results/46308/2840962/NWU_Spring_Invitational/Long-Jump,TFRRS all_performances
165,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.86,m,NWU Spring Invitational,2016-04-28,,,1.6,Outdoor,https://www.tfrrs.org/results/46308/2840962/NWU_Spring_Invitational/Long-Jump,TFRRS all_performances
166,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.88,m,NWU Spring Invitational,2016-04-28,,,1.0,Outdoor,https://www.tfrrs.org/results/46308/2840962/NWU_Spring_Invitational/Long-Jump,TFRRS all_performances
167,"Luken, Hailey",Nebraska,Big Ten,Long Jump,2016,FR-1,,,4.90,m,NWU Spring Invitational,2016-04-28,,,1.3,Outdoor,https://www.tfrrs.org/results/46308/2840962/NWU_Spring_Invitational/Long-Jump,TFRRS all_performances
168,"Barge, Jasmine",Nebraska,Big Ten,100H,2016,FR-1,,,13.51,seconds,2016 Nebraska Invitational,2016-05-07,,,0.8,Outdoor,https://www.tfrrs.org/results/42048/2863268/2016_Nebraska_Invitational/100-Hurdles,TFRRS all_performances
169,"Carden, Kelley",Nebraska,Big Ten,100H,2016,SO-2,,,16.69,seconds,2016 Nebraska Invitational,2016-05-07,,,2.0,Outdoor,https://www.tfrrs.org/results/42048/2863268/2016_Nebraska_Invitational/100-Hurdles,TFRRS all_performances
170,"Carr, Ashleigh",Nebraska,Big Ten,100H,2016,FR-1,,,14.99,seconds,2016 Nebraska Invitational,2016-05-07,,,2.0,Outdoor,https://www.tfrrs.org/results/42048/2863268/2016_Nebraska_Invitational/100-Hurdles,TFRRS all_performances
171,"Luken, Hailey",Nebraska,Big Ten,100H,2016,FR-1,,,15.28,seconds,2016 Nebraska Invitational,2016-05-07,,,2.0,Outdoor,https://www.tfrrs.org/results/42048/2863268/2016_Nebraska_Invitational/100-Hurdles,TFRRS all_performances
172,"Pieri, Morgan",Nebraska,Big Ten,100H,2016,FR-1,,,16.24,seconds,2016 Nebraska Invitational,2016-05-07,,,2.0,Outdoor,https://www.tfrrs.org/results/42048/2863268/2016_Nebraska_Invitational/100-Hurdles,TFRRS all_performances
173,"Smith, Morgan",Nebraska,Big Ten,100H,2016,SO-2,,,14.44,seconds,2016 Nebraska Invitational,2016-05-07,,,0.8,Outdoor,https://www.tfrrs.org/results/42048/2863268/2016_Nebraska_Invitational/100-Hurdles,TFRRS all_performances
174,"Carr, Ashleigh",Nebraska,Big Ten,400H,2016,FR-1,,,1:00.50,seconds,2016 Nebraska Invitational,2016-05-07,,,,Outdoor,https://www.tfrrs.org/results/42048/2863293/2016_Nebraska_Invitational/400-Hurdles,TFRRS all_performances
175,"Dworak, Morgan",Nebraska,Big Ten,400H,2016,SO-2,,,1:03.96,seconds,2016 Nebraska Invitational,2016-05-07,,,,Outdoor,https://www.tfrrs.org/results/42048/2863293/2016_Nebraska_Invitational/400-Hurdles,TFRRS all_performances
176,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,58.71,seconds,2016 Nebraska Invitational,2016-05-07,,,,Outdoor,https://www.tfrrs.org/results/42048/2863293/2016_Nebraska_Invitational/400-Hurdles,TFRRS all_performances
177,"Woitzel, Morgan",Nebraska,Big Ten,400m,2016,JR-3,,,56.68,seconds,2016 Nebraska Invitational,2016-05-07,,,,Outdoor,https://www.tfrrs.org/results/42048/2863287/2016_Nebraska_Invitational/400-Meters,TFRRS all_performances
178,"Carden, Kelley",Nebraska,Big Ten,Long Jump,2016,SO-2,,,4.89,m,2016 Nebraska Invitational,2016-05-07,,,-0.8,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
179,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.85,m,2016 Nebraska Invitational,2016-05-07,,,1.7,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
180,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,5.92,m,2016 Nebraska Invitational,2016-05-07,,,-0.5,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
181,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.71,m,2016 Nebraska Invitational,2016-05-07,,,-2.6,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
182,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.92,m,2016 Nebraska Invitational,2016-05-07,,,0.1,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
183,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.71,m,2016 Nebraska Invitational,2016-05-07,,,0.4,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
184,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.88,m,2016 Nebraska Invitational,2016-05-07,,,-1.2,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
185,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,5.93,m,2016 Nebraska Invitational,2016-05-07,,,0.4,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
186,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.01,m,2016 Nebraska Invitational,2016-05-07,,,2.0,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
187,"McCoy, Jazmin",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.14,m,2016 Nebraska Invitational,2016-05-07,,,0.3,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
188,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,5.12,m,2016 Nebraska Invitational,2016-05-07,,,-1.2,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
189,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,5.17,m,2016 Nebraska Invitational,2016-05-07,,,-0.9,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
190,"Pieri, Morgan",Nebraska,Big Ten,Long Jump,2016,FR-1,,,5.20,m,2016 Nebraska Invitational,2016-05-07,,,1.7,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
191,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.25,m,2016 Nebraska Invitational,2016-05-07,,,-1.1,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
192,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.43,m,2016 Nebraska Invitational,2016-05-07,,,1.1,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
193,"Williams, Tierra",Nebraska,Big Ten,Long Jump,2016,JR-3,,,6.44,m,2016 Nebraska Invitational,2016-05-07,,,-1.1,Outdoor,https://www.tfrrs.org/results/42048/2863272/2016_Nebraska_Invitational/Long-Jump,TFRRS all_performances
194,"Barge, Jasmine",Nebraska,Big Ten,100H,2016,FR-1,,,13.59,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,2.0,Outdoor,https://www.tfrrs.org/results/45804/2876218/Big_Ten_Conference_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
195,"Dowell, Kristen",Nebraska,Big Ten,100H,2016,SO-2,,,13.75,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.4,Outdoor,https://www.tfrrs.org/results/45804/2876218/Big_Ten_Conference_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
196,"Freeman, Chanel",Nebraska,Big Ten,100H,2016,FR-1,,,13.50,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.4,Outdoor,https://www.tfrrs.org/results/45804/2876218/Big_Ten_Conference_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
197,"Barge, Jasmine",Nebraska,Big Ten,400H,2016,FR-1,,,57.94,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876173/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
198,"Barge, Jasmine",Nebraska,Big Ten,400H,2016,FR-1,,,58.43,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876173/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
199,"Carr, Ashleigh",Nebraska,Big Ten,400H,2016,FR-1,,,1:00.07,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876173/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
200,"Dowell, Kristen",Nebraska,Big Ten,400H,2016,SO-2,,,1:00.88,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876173/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
201,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,57.95,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876173/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
202,"Pahlitzsch, Karolina",Nebraska,Big Ten,400H,2016,SO-2,,,58.63,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876173/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
203,"Duncan, Chantal",Nebraska,Big Ten,400m,2016,SR-4,,,55.65,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876225/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
204,"Woitzel, Morgan",Nebraska,Big Ten,400m,2016,JR-3,,,56.17,seconds,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,,Outdoor,https://www.tfrrs.org/results/45804/2876225/Big_Ten_Conference_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
205,"Czuth, Reka",Nebraska,Big Ten,Long Jump,2016,SO-2,,,6.16,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.9,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
206,"Heck, Kari",Nebraska,Big Ten,Long Jump,2016,SR-4,,,5.93,m,Big Ten Conference Outdoor Track & Field Championships,2016-05-13,,,1.8,Outdoor,https://www.tfrrs.org/results/45804/2876203/Big_Ten_Conference_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
